orderID,custID,orderDate,status,totalPrice,paymentMethod
113,715,2025-02-16,Processed,243000,OVO
114,452,2024-03-22,Completed,97000,Gopay
115,891,2024-03-27,Completed,120000,Dana
116,654,2024-05-10,Processed,123000,Dana
117,194,2024-04-22,Completed,72000,Dana
118,985,2024-08-05,Completed,471000,OVO
119,978,2025-01-03,Completed,77000,OVO
120,995,2024-04-19,Processed,297000,OVO
121,91,2024-09-21,Shipped,236000,Dana
122,896,2024-11-05,Processed,21000,Gopay
123,93,2024-12-29,Processed,178000,Gopay
124,505,2024-09-07,Processed,60000,Cash
125,868,2024-02-23,Shipped,74000,Cash
126,201,2024-07-24,Shipped,164000,Cash
127,247,2024-07-02,Shipped,56000,OVO
128,474,2024-07-13,Completed,222000,OVO
129,915,2024-12-01,Completed,106000,Dana
130,167,2024-07-06,Completed,156000,Cash
131,173,2025-02-08,Shipped,30000,Gopay
132,609,2024-06-12,Completed,163000,Cash
133,371,2024-03-21,Shipped,35000,Dana
134,279,2025-02-03,Processed,93000,Dana
135,754,2024-08-10,Completed,77000,OVO
136,764,2025-01-07,Shipped,90000,Cash
137,992,2025-02-15,Shipped,93000,Cash
138,887,2024-11-01,Processed,123000,Dana
139,235,2024-06-01,Processed,117000,Gopay
140,681,2024-10-26,Shipped,237000,Dana
141,521,2025-01-12,Completed,51000,Gopay
142,310,2024-08-08,Completed,186000,Gopay
143,965,2024-09-16,Shipped,145000,Gopay
144,886,2025-01-27,Completed,186000,Dana
145,445,2024-12-02,Processed,98000,Gopay
146,451,2024-06-03,Processed,253000,OVO
147,627,2024-11-16,Processed,89000,OVO
148,735,2025-01-10,Shipped,72000,Dana
149,781,2024-05-08,Processed,134000,OVO
150,566,2024-10-13,Completed,5000,Dana
151,923,2024-03-31,Shipped,98000,Dana
152,591,2024-03-16,Completed,172000,Gopay
153,34,2024-07-08,Completed,10000,Cash
154,239,2025-02-03,Shipped,86000,Gopay
155,542,2024-04-02,Shipped,23000,OVO
156,263,2024-09-17,Completed,259000,OVO
157,930,2025-02-18,Processed,102000,Dana
158,238,2024-04-13,Completed,152000,Gopay
159,91,2024-10-08,Processed,262000,OVO
160,299,2024-04-18,Completed,74000,Dana
161,40,2024-06-20,Completed,117000,Cash
162,538,2024-08-10,Shipped,111000,OVO
163,896,2024-03-28,Shipped,30000,Gopay
164,349,2024-06-07,Processed,206000,OVO
165,23,2025-01-28,Completed,221000,Dana
166,152,2024-11-09,Completed,103000,OVO
167,380,2025-01-29,Shipped,127000,Gopay
168,780,2024-05-25,Processed,0,Gopay
169,712,2024-03-27,Shipped,125000,OVO
170,694,2024-12-09,Processed,229000,Cash
171,163,2024-11-25,Shipped,123000,OVO
172,641,2024-06-06,Shipped,151000,Dana
173,959,2025-01-07,Completed,160000,Dana
174,887,2024-09-13,Shipped,107000,OVO
175,458,2024-03-02,Completed,202000,Cash
176,367,2024-12-10,Processed,284000,Dana
177,286,2024-03-19,Shipped,197000,Dana
178,947,2024-08-02,Shipped,192000,OVO
179,527,2024-06-07,Completed,26000,Gopay
180,667,2024-09-21,Processed,346000,Cash
181,277,2024-11-01,Processed,135000,OVO
182,197,2024-05-30,Shipped,258000,Gopay
183,124,2024-12-27,Shipped,181000,Cash
184,935,2024-12-24,Processed,132000,Cash
185,982,2024-08-07,Processed,109000,Dana
186,215,2024-06-04,Processed,227000,OVO
187,182,2024-03-22,Shipped,81000,Dana
188,591,2025-02-15,Shipped,77000,OVO
189,465,2025-01-09,Shipped,196000,Dana
190,630,2024-06-07,Shipped,412000,Gopay
191,262,2024-12-13,Completed,151000,Cash
192,121,2024-04-20,Processed,152000,Cash
193,475,2024-11-30,Completed,354000,OVO
194,697,2024-03-01,Shipped,69000,Dana
195,245,2024-04-03,Shipped,63000,OVO
196,853,2024-12-15,Shipped,136000,Cash
197,747,2025-02-03,Processed,70000,Gopay
198,680,2024-09-25,Completed,96000,Gopay
199,383,2024-08-15,Shipped,289000,OVO
200,64,2024-06-23,Processed,181000,Gopay
201,998,2024-09-07,Completed,103000,OVO
202,251,2024-08-31,Shipped,205000,Gopay
203,488,2024-05-12,Shipped,127000,Cash
204,463,2024-08-14,Shipped,82000,Dana
205,133,2024-10-27,Processed,111000,Dana
206,2,2024-10-04,Processed,175000,Gopay
207,981,2025-01-23,Completed,165000,Dana
208,853,2024-07-18,Shipped,250000,Cash
209,513,2025-01-02,Completed,286000,OVO
210,113,2024-12-30,Shipped,390000,OVO
211,604,2025-01-17,Shipped,162000,Gopay
212,735,2024-03-22,Completed,142000,Dana
213,962,2024-12-28,Completed,32000,Dana
214,526,2024-04-26,Processed,165000,Gopay
215,764,2024-08-07,Completed,8000,Gopay
216,248,2024-10-17,Shipped,262000,Dana
217,431,2024-12-23,Completed,138000,Cash
218,838,2024-04-25,Completed,260000,Gopay
219,456,2024-10-03,Processed,134000,Gopay
220,300,2024-05-10,Processed,239000,Dana
221,963,2025-02-20,Completed,108000,Gopay
222,691,2024-08-18,Completed,203000,Dana
223,91,2024-09-27,Processed,138000,Gopay
224,23,2024-09-21,Completed,30000,Dana
225,438,2024-07-10,Shipped,205000,OVO
226,196,2024-10-17,Shipped,87000,OVO
227,826,2024-10-02,Completed,289000,Dana
228,314,2025-01-21,Shipped,267000,OVO
229,366,2024-03-13,Processed,170000,Gopay
230,569,2024-11-10,Processed,176000,Cash
231,163,2025-01-02,Processed,154000,Cash
232,16,2025-02-17,Processed,76000,Gopay
233,974,2025-01-15,Shipped,0,OVO
234,313,2024-04-23,Completed,213000,Gopay
235,139,2025-01-27,Shipped,199000,Cash
236,432,2024-04-06,Completed,298000,Cash
237,66,2025-01-20,Processed,352000,Gopay
238,828,2024-04-13,Processed,294000,Gopay
239,792,2024-10-04,Shipped,65000,OVO
240,373,2024-05-05,Completed,177000,Cash
241,280,2024-04-21,Completed,63000,Cash
242,720,2024-09-23,Shipped,122000,Gopay
243,69,2024-09-02,Shipped,189000,Dana
244,299,2024-09-14,Shipped,243000,OVO
245,489,2024-12-02,Shipped,105000,Gopay
246,960,2024-03-30,Processed,200000,OVO
247,220,2024-03-19,Shipped,103000,Gopay
248,168,2024-04-25,Shipped,194000,OVO
249,740,2024-10-23,Completed,192000,Gopay
250,546,2024-09-03,Shipped,98000,Gopay
251,827,2024-09-28,Completed,18000,Cash
252,157,2025-02-22,Shipped,214000,Dana
253,624,2024-03-30,Shipped,217000,Gopay
254,908,2025-02-03,Shipped,232000,OVO
255,125,2024-05-29,Completed,200000,Cash
256,486,2024-07-27,Completed,135000,OVO
257,409,2025-02-15,Processed,135000,Cash
258,435,2025-02-21,Completed,227000,Dana
259,623,2024-12-25,Shipped,299000,OVO
260,45,2024-09-04,Completed,116000,OVO
261,49,2024-03-27,Processed,351000,Dana
262,810,2024-08-24,Shipped,344000,Dana
263,234,2024-06-03,Processed,92000,Cash
264,217,2024-05-21,Completed,138000,Cash
265,528,2024-04-27,Shipped,149000,OVO
266,833,2024-08-13,Shipped,69000,Dana
267,612,2024-10-16,Shipped,147000,Cash
268,458,2024-11-07,Shipped,121000,Dana
269,709,2024-11-29,Shipped,256000,Cash
270,992,2025-02-05,Completed,216000,OVO
271,380,2024-02-27,Completed,499000,OVO
272,580,2024-10-31,Completed,91000,Dana
273,857,2024-05-08,Processed,141000,Dana
274,445,2024-03-06,Shipped,99000,OVO
275,697,2024-06-03,Processed,121000,Dana
276,630,2024-08-28,Shipped,182000,Cash
277,839,2024-03-18,Shipped,81000,Gopay
278,930,2024-03-11,Shipped,110000,Gopay
279,520,2024-11-01,Processed,164000,Cash
280,939,2024-04-06,Processed,211000,Gopay
281,473,2024-06-19,Completed,126000,Gopay
282,611,2024-06-14,Completed,201000,Dana
283,754,2024-10-29,Processed,128000,OVO
284,833,2024-12-13,Processed,96000,Cash
285,732,2024-09-24,Processed,166000,Gopay
286,143,2024-03-15,Processed,137000,OVO
287,319,2024-08-10,Completed,173000,Dana
288,979,2025-01-12,Shipped,99000,Cash
289,18,2024-10-07,Processed,193000,Dana
290,95,2024-11-09,Shipped,162000,Cash
291,433,2025-02-06,Processed,250000,OVO
292,785,2024-09-06,Shipped,192000,OVO
293,326,2024-06-24,Completed,251000,Dana
294,324,2024-10-01,Processed,112000,Dana
295,377,2024-09-02,Shipped,241000,Gopay
296,132,2024-12-09,Shipped,130000,Dana
297,53,2024-05-27,Processed,506000,Cash
298,769,2024-06-17,Completed,218000,Cash
299,994,2024-09-28,Shipped,97000,Dana
300,343,2024-07-25,Completed,60000,Gopay
301,864,2024-06-26,Processed,157000,Gopay
302,672,2025-01-02,Shipped,216000,Cash
303,419,2024-08-28,Shipped,63000,Dana
304,297,2025-02-10,Completed,169000,Gopay
305,329,2024-10-22,Shipped,232000,Cash
306,230,2024-10-22,Processed,200000,OVO
307,841,2024-06-08,Processed,68000,Dana
308,620,2024-05-09,Processed,197000,OVO
309,312,2024-11-26,Shipped,325000,Gopay
310,400,2024-08-15,Completed,0,Cash
311,165,2024-08-08,Processed,12000,OVO
312,472,2024-05-26,Shipped,60000,Dana
313,962,2024-10-01,Processed,72000,Dana
314,364,2024-09-09,Shipped,130000,Dana
315,244,2024-07-31,Processed,203000,Cash
316,966,2024-04-05,Completed,82000,Gopay
317,823,2024-03-29,Processed,46000,Cash
318,728,2025-02-17,Completed,104000,Gopay
319,391,2024-07-13,Shipped,148000,Dana
320,324,2024-06-07,Processed,95000,Dana
321,437,2024-08-06,Shipped,169000,Cash
322,797,2024-10-26,Completed,243000,OVO
323,775,2024-07-10,Processed,156000,Cash
324,542,2024-09-19,Completed,104000,Cash
325,10,2024-04-05,Processed,165000,Gopay
326,960,2024-11-06,Shipped,135000,Cash
327,414,2025-01-19,Shipped,96000,Gopay
328,61,2024-11-27,Shipped,34000,Dana
329,263,2024-03-30,Completed,132000,Dana
330,205,2024-07-02,Processed,278000,OVO
331,718,2024-06-15,Shipped,30000,Gopay
332,153,2024-04-14,Shipped,143000,Dana
333,274,2024-08-03,Shipped,158000,Gopay
334,701,2025-02-18,Completed,45000,OVO
335,139,2024-04-20,Processed,99000,Dana
336,899,2024-12-18,Processed,112000,Dana
337,709,2024-05-21,Processed,152000,OVO
338,759,2024-06-30,Processed,259000,Gopay
339,319,2024-09-17,Processed,80000,OVO
340,249,2024-11-11,Completed,176000,OVO
341,93,2024-06-16,Completed,97000,Cash
342,619,2024-09-17,Shipped,325000,Cash
343,179,2024-10-18,Completed,310000,Cash
344,810,2024-11-26,Processed,22000,OVO
345,174,2025-01-09,Processed,133000,Dana
346,122,2024-02-28,Shipped,63000,Gopay
347,317,2024-08-18,Shipped,182000,Gopay
348,412,2024-04-13,Processed,65000,Gopay
349,894,2024-12-16,Completed,189000,Cash
350,82,2024-03-19,Shipped,195000,OVO
351,328,2025-02-18,Shipped,232000,Cash
352,35,2024-12-25,Processed,211000,Dana
353,552,2024-10-25,Completed,169000,Gopay
354,219,2025-01-09,Completed,36000,Cash
355,983,2024-11-21,Processed,143000,Gopay
356,486,2024-10-18,Processed,302000,Gopay
357,343,2024-11-16,Processed,84000,Gopay
358,808,2024-04-29,Processed,295000,Gopay
359,753,2025-02-16,Shipped,230000,Cash
360,358,2024-05-15,Processed,118000,OVO
361,212,2024-07-12,Shipped,94000,Gopay
362,435,2024-08-10,Completed,42000,Cash
363,110,2024-05-25,Completed,308000,OVO
364,197,2024-09-10,Shipped,254000,OVO
365,379,2024-06-18,Shipped,200000,Cash
366,556,2024-04-20,Shipped,234000,Dana
367,954,2025-01-31,Completed,133000,Dana
368,235,2024-11-10,Shipped,288000,Cash
369,689,2024-09-20,Shipped,193000,Gopay
370,9,2024-08-21,Completed,56000,Cash
371,450,2024-04-12,Processed,71000,Gopay
372,496,2024-05-17,Processed,148000,OVO
373,928,2024-12-24,Completed,67000,Cash
374,170,2024-05-09,Shipped,118000,Cash
375,269,2024-05-26,Processed,112000,OVO
376,460,2024-03-17,Shipped,84000,Gopay
377,34,2024-04-05,Completed,75000,OVO
378,509,2024-10-05,Completed,96000,Dana
379,851,2024-03-14,Completed,88000,OVO
380,138,2024-03-13,Shipped,193000,Dana
381,167,2024-09-07,Completed,214000,Gopay
382,1000,2024-06-04,Processed,222000,OVO
383,913,2024-10-28,Completed,232000,Cash
384,911,2025-02-04,Completed,46000,Cash
385,693,2024-10-26,Shipped,108000,OVO
386,465,2025-02-07,Shipped,108000,Cash
387,855,2024-06-12,Processed,92000,Gopay
388,884,2024-09-25,Completed,26000,Dana
389,407,2024-10-19,Processed,127000,Dana
390,992,2024-12-22,Shipped,253000,Gopay
391,541,2024-12-27,Completed,103000,OVO
392,552,2024-10-05,Shipped,84000,Gopay
393,471,2024-10-30,Completed,251000,Cash
394,965,2024-07-25,Processed,99000,Gopay
395,835,2024-11-23,Completed,180000,Dana
396,401,2024-12-02,Processed,33000,Gopay
397,576,2024-08-25,Shipped,58000,OVO
398,336,2025-02-13,Shipped,257000,OVO
399,223,2024-07-15,Completed,0,OVO
400,979,2024-06-09,Completed,167000,Gopay
401,409,2024-05-05,Completed,164000,Dana
402,34,2025-01-10,Completed,32000,Dana
403,455,2024-09-05,Shipped,162000,OVO
404,965,2024-07-10,Shipped,27000,Dana
405,72,2024-09-26,Processed,0,Gopay
406,649,2024-04-05,Processed,310000,Cash
407,624,2025-02-10,Completed,49000,OVO
408,467,2025-02-06,Completed,110000,Dana
409,892,2024-07-20,Processed,0,Dana
410,615,2024-03-02,Completed,234000,Dana
411,499,2024-12-26,Completed,406000,OVO
412,75,2025-01-18,Processed,113000,Cash
413,582,2024-07-18,Shipped,118000,Gopay
414,595,2024-10-14,Processed,78000,Gopay
415,424,2025-02-15,Processed,181000,OVO
416,768,2024-10-01,Processed,248000,OVO
417,409,2024-12-15,Processed,136000,Cash
418,594,2025-01-03,Completed,151000,OVO
419,72,2024-03-08,Processed,136000,Cash
420,956,2024-10-14,Processed,223000,Dana
421,118,2024-12-13,Processed,188000,Dana
422,137,2024-08-30,Processed,125000,Gopay
423,749,2024-04-26,Processed,298000,Gopay
424,373,2024-09-21,Processed,128000,Cash
425,922,2024-09-12,Processed,276000,Cash
426,761,2024-05-10,Shipped,88000,Dana
427,826,2024-05-08,Completed,171000,OVO
428,414,2025-01-22,Completed,7000,Gopay
429,177,2024-07-01,Processed,288000,Dana
430,34,2024-07-23,Completed,68000,Dana
431,309,2024-11-19,Processed,188000,OVO
432,27,2024-10-26,Shipped,66000,Cash
433,802,2024-11-02,Processed,134000,Dana
434,924,2024-11-23,Shipped,151000,OVO
435,999,2024-08-06,Completed,123000,Gopay
436,680,2024-05-17,Shipped,26000,Dana
437,217,2025-02-18,Shipped,97000,Gopay
438,775,2024-12-22,Completed,233000,Dana
439,996,2024-04-27,Completed,122000,Cash
440,747,2025-01-29,Processed,238000,Gopay
441,748,2024-06-20,Completed,0,OVO
442,786,2024-05-15,Processed,32000,Cash
443,683,2024-06-02,Completed,410000,Gopay
444,721,2024-05-30,Shipped,108000,Gopay
445,462,2024-05-04,Completed,99000,Dana
446,855,2024-05-13,Completed,120000,Dana
447,536,2024-05-13,Completed,168000,Cash
448,432,2025-01-16,Completed,220000,Gopay
449,298,2024-03-01,Completed,144000,Dana
450,160,2024-09-23,Completed,318000,Dana
451,518,2024-05-04,Shipped,66000,Cash
452,659,2024-03-14,Completed,203000,OVO
453,104,2024-06-12,Processed,71000,Dana
454,234,2024-10-09,Completed,367000,Dana
455,795,2025-02-07,Shipped,102000,Cash
456,326,2024-10-27,Processed,56000,OVO
457,866,2024-06-14,Processed,117000,OVO
458,528,2024-10-10,Shipped,230000,Cash
459,4,2024-06-27,Completed,30000,Cash
460,995,2024-11-18,Processed,124000,Cash
461,780,2024-12-03,Completed,110000,Dana
462,239,2024-05-14,Processed,0,Gopay
463,675,2024-03-15,Completed,99000,OVO
464,648,2024-11-04,Shipped,170000,Dana
465,500,2024-11-19,Processed,18000,Dana
466,390,2024-11-01,Processed,346000,Cash
467,19,2024-05-20,Processed,71000,OVO
468,324,2024-06-26,Completed,305000,Gopay
469,309,2024-11-20,Processed,175000,Cash
470,858,2024-06-01,Completed,100000,Dana
471,848,2024-08-03,Processed,94000,Cash
472,316,2024-04-07,Processed,123000,OVO
473,300,2024-07-10,Shipped,216000,Dana
474,302,2024-08-30,Completed,97000,Cash
475,235,2024-08-24,Completed,45000,Dana
476,186,2025-01-03,Completed,204000,Gopay
477,163,2024-06-16,Shipped,173000,Dana
478,852,2024-03-17,Completed,210000,Gopay
479,923,2024-08-10,Completed,333000,Dana
480,505,2024-12-04,Completed,63000,Cash
481,85,2024-06-16,Completed,227000,Cash
482,699,2024-06-30,Shipped,88000,Gopay
483,168,2024-06-18,Processed,114000,Gopay
484,758,2024-12-07,Shipped,156000,Cash
485,730,2024-09-23,Processed,56000,Gopay
486,251,2024-09-06,Processed,61000,Gopay
487,430,2025-01-11,Completed,220000,OVO
488,745,2024-10-02,Completed,183000,Gopay
489,214,2024-10-14,Shipped,144000,Gopay
490,787,2025-02-07,Shipped,133000,Cash
491,389,2024-03-21,Processed,95000,Gopay
492,157,2024-08-26,Shipped,268000,Gopay
493,430,2024-12-28,Shipped,0,Cash
494,918,2024-09-16,Completed,104000,Gopay
495,216,2024-04-29,Completed,266000,Dana
496,416,2025-01-27,Shipped,184000,OVO
497,205,2024-07-16,Completed,314000,Gopay
498,801,2024-06-15,Shipped,88000,OVO
499,441,2024-04-27,Shipped,259000,OVO
500,253,2024-07-29,Processed,114000,Dana
501,470,2024-08-13,Shipped,71000,Cash
502,496,2024-12-12,Processed,222000,Dana
503,932,2024-05-30,Shipped,61000,OVO
504,809,2024-07-07,Shipped,98000,Gopay
505,479,2024-07-28,Processed,255000,Dana
506,268,2024-06-01,Completed,213000,Gopay
507,650,2024-06-04,Completed,238000,Gopay
508,514,2024-12-19,Processed,110000,Gopay
509,221,2024-12-28,Completed,133000,Cash
510,551,2025-01-09,Completed,274000,OVO
511,805,2024-04-09,Processed,270000,Cash
512,783,2024-06-23,Shipped,102000,Gopay
513,568,2024-11-12,Completed,318000,Gopay
514,476,2024-05-01,Completed,74000,Gopay
515,866,2024-10-11,Completed,188000,OVO
516,124,2024-04-28,Completed,82000,Cash
517,85,2024-06-24,Shipped,152000,Cash
518,177,2024-03-17,Processed,74000,OVO
519,999,2024-06-28,Shipped,145000,Cash
520,675,2025-01-01,Completed,207000,Gopay
521,303,2024-11-13,Shipped,167000,Dana
522,639,2024-07-12,Processed,172000,Cash
523,316,2024-08-17,Processed,116000,Dana
524,111,2024-06-02,Processed,94000,Cash
525,984,2025-01-24,Shipped,282000,Cash
526,809,2024-12-14,Completed,257000,Dana
527,552,2024-08-15,Processed,223000,OVO
528,767,2025-01-19,Shipped,40000,Gopay
529,438,2024-05-28,Processed,190000,Gopay
530,542,2024-12-16,Shipped,236000,Cash
531,378,2024-09-22,Processed,231000,OVO
532,812,2024-05-21,Shipped,64000,Dana
533,974,2025-01-31,Shipped,241000,Dana
534,769,2024-11-23,Shipped,170000,Gopay
535,9,2024-09-01,Completed,128000,Cash
536,295,2024-06-08,Completed,149000,Cash
537,879,2024-12-13,Completed,130000,OVO
538,707,2025-01-09,Processed,99000,Dana
539,217,2024-04-05,Completed,82000,Dana
540,314,2024-12-10,Processed,173000,OVO
541,150,2024-03-28,Completed,106000,Gopay
542,739,2024-08-08,Shipped,91000,OVO
543,954,2024-11-19,Completed,126000,OVO
544,311,2024-07-07,Completed,174000,Dana
545,378,2024-12-29,Completed,0,OVO
546,460,2024-11-04,Shipped,185000,OVO
547,694,2024-09-22,Completed,85000,Gopay
548,275,2024-08-13,Shipped,189000,Gopay
549,601,2024-12-06,Shipped,215000,Cash
550,908,2024-12-05,Completed,81000,Cash
551,593,2024-09-18,Completed,209000,Dana
552,908,2025-02-18,Shipped,197000,Gopay
553,146,2025-01-15,Processed,279000,Dana
554,269,2024-10-27,Processed,169000,Cash
555,810,2024-08-05,Completed,85000,Cash
556,38,2024-03-11,Completed,359000,OVO
557,24,2024-10-09,Shipped,212000,OVO
558,139,2024-09-08,Processed,14000,Gopay
559,360,2024-11-22,Completed,125000,Gopay
560,408,2024-10-15,Processed,145000,Dana
561,909,2024-05-25,Shipped,163000,OVO
562,876,2024-10-21,Completed,282000,Dana
563,477,2024-10-29,Processed,322000,Dana
564,802,2024-09-06,Completed,94000,OVO
565,472,2024-03-14,Processed,45000,Dana
566,188,2024-04-21,Shipped,0,Gopay
567,101,2024-08-31,Processed,194000,Cash
568,54,2024-09-12,Shipped,122000,Cash
569,105,2024-04-16,Shipped,231000,Gopay
570,629,2024-08-12,Shipped,134000,Dana
571,435,2024-12-11,Completed,210000,Gopay
572,715,2024-08-03,Completed,182000,Gopay
573,425,2024-03-29,Shipped,35000,OVO
574,800,2024-06-21,Processed,165000,Gopay
575,394,2024-07-31,Shipped,197000,Cash
576,654,2025-02-20,Shipped,0,OVO
577,957,2025-02-05,Shipped,219000,Gopay
578,456,2024-10-14,Processed,124000,Gopay
579,489,2024-07-03,Shipped,178000,OVO
580,521,2024-07-12,Processed,40000,OVO
581,626,2025-02-02,Completed,103000,Dana
582,25,2024-10-16,Shipped,63000,OVO
583,944,2025-02-22,Shipped,80000,Gopay
584,770,2025-01-07,Completed,199000,Gopay
585,491,2024-08-20,Shipped,242000,Gopay
586,519,2024-12-19,Processed,78000,OVO
587,71,2024-04-09,Completed,126000,Dana
588,614,2024-07-31,Shipped,104000,Cash
589,80,2024-05-01,Completed,260000,Dana
590,862,2024-10-21,Processed,155000,Cash
591,542,2024-05-20,Completed,35000,Gopay
592,563,2024-08-08,Completed,0,Cash
593,892,2024-04-13,Processed,190000,OVO
594,784,2024-05-23,Processed,260000,Gopay
595,284,2024-12-05,Completed,180000,OVO
596,148,2024-06-18,Processed,32000,Gopay
597,781,2025-02-19,Shipped,40000,Dana
598,146,2025-01-08,Processed,224000,Dana
599,185,2025-01-29,Shipped,91000,Dana
600,447,2024-04-09,Completed,234000,Dana
601,672,2024-09-12,Shipped,42000,Gopay
602,892,2024-02-25,Shipped,218000,OVO
603,255,2024-11-10,Processed,60000,Dana
604,826,2024-05-09,Processed,174000,Dana
605,19,2024-07-26,Shipped,44000,Cash
606,311,2024-03-24,Shipped,136000,OVO
607,206,2025-01-30,Shipped,235000,Gopay
608,20,2024-03-14,Shipped,104000,Dana
609,443,2024-03-26,Processed,142000,OVO
610,723,2024-06-14,Processed,258000,Gopay
611,695,2024-05-28,Processed,208000,Dana
612,866,2024-12-04,Shipped,209000,Dana
613,557,2024-07-23,Completed,240000,Gopay
614,666,2024-10-12,Processed,288000,OVO
615,261,2024-06-04,Processed,205000,Dana
616,654,2024-08-07,Completed,77000,Gopay
617,160,2024-10-25,Processed,135000,OVO
